zipcode,2011,2012,2013,2014,2015
36117,127975.0,119325.0,132300.0,138591.666667,144225.0
37013,123433.33333299999,122158.33333299999,127816.66666700001,137041.666667,148216.666667
37042,115633.33333299999,117383.33333299999,115908.33333299999,117866.66666700001,119041.66666700001
37115,106691.666667,106108.333333,109091.66666700001,117308.33333299999,126783.33333299999
37129,144491.666667,147391.666667,153466.666667,162400.0,172600.0
37130,123266.66666700001,123275.0,129083.33333299999,136050.0,145416.666667
37142,151316.666667,151283.333333,154191.666667,161550.0,147250.0
37205,375141.666667,388641.666667,419233.333333,446216.666667,479033.333333
37216,129816.66666700001,134316.666667,145550.0,165341.666667,192241.666667
37220,309275.0,318566.666667,340775.0,362758.333333,393841.666667
37221,194366.666667,196391.666667,207500.0,224808.333333,239625.0
37311,92858.333333,93075.0,93375.0,97450.0,97275.0
37381,125600.0,126750.0,117066.66666700001,122875.0,134133.333333
37421,155008.333333,153575.0,155025.0,158308.333333,162858.333333
37643,91675.0,88941.666667,89641.666667,99291.666667,95775.0
37764,141925.0,143208.333333,148691.666667,161033.333333,168508.333333
37801,118341.66666700001,115250.0,114150.0,124741.66666700001,135266.666667
37830,113891.66666700001,108550.0,110833.33333299999,113508.33333299999,114691.66666700001
37876,145558.333333,143608.333333,148733.333333,157491.666667,161558.333333
37919,183850.0,187700.0,190458.333333,203683.333333,213500.0
37921,100791.666667,98916.666667,98925.0,104050.0,103650.0
37923,158925.0,157691.666667,157158.333333,164033.333333,163266.666667
37932,193375.0,192200.0,193483.333333,207441.666667,212791.666667
38004,155725.0,155575.0,155633.333333,165208.333333,168850.0
38016,143208.333333,138191.666667,141575.0,146325.0,149158.333333
38060,137625.0,138508.333333,139825.0,148283.333333,160291.666667
38104,134808.333333,134158.333333,138166.666667,145191.666667,151225.0
38116,78900.0,72375.0,73008.333333,77550.0,79541.666667
38119,141691.666667,141691.666667,147791.666667,154808.333333,156200.0
38127,40033.333332999995,40658.333332999995,42900.0,42216.666667000005,40933.333332999995
38128,61658.333333,57633.333333,62875.0,63683.333333,63766.666667
38372,65516.666667,60958.333333,61833.333333,63558.333333,65750.0
38501,118275.0,118358.33333299999,117733.33333299999,120475.0,126116.66666700001
38572,,,,,
38804,104408.333333,107666.66666700001,111033.33333299999,118175.0,117533.33333299999
38868,,,,,
38901,96791.666667,92891.666667,89600.0,96650.0,103458.333333
39039,,,,,
39204,47166.666667000005,45358.333332999995,42616.666667000005,42733.333332999995,43208.333332999995
39232,144333.333333,135791.666667,147266.666667,160975.0,165525.0
40203,60441.666667,64300.0,69708.333333,69400.0,67791.666667
40205,195858.333333,206183.333333,213558.333333,225925.0,231608.333333
40214,104016.666667,100608.333333,101866.666667,107825.0,111275.0
40223,202408.333333,204333.333333,211316.666667,223375.0,230283.333333
40517,112166.66666700001,110916.66666700001,113158.33333299999,116891.66666700001,118841.66666700001
41005,140966.666667,145550.0,143966.666667,157408.333333,159241.666667
41011,117341.66666700001,116033.33333299999,116516.66666700001,119983.33333299999,123008.33333299999
41076,122141.66666700001,120266.66666700001,122575.0,127341.66666700001,128850.0
43015,159658.333333,160700.0,164466.666667,170975.0,177733.333333
43017,275891.666667,278541.666667,293250.0,310425.0,317400.0
43081,152783.333333,153450.0,155925.0,163575.0,167883.333333
43123,124408.33333299999,121958.33333299999,127583.33333299999,134658.333333,138733.333333
43135,,,,,
43204,76350.0,71675.0,73891.666667,76341.666667,80533.333333
43219,58975.0,53008.333332999995,51125.0,54791.666667,54216.666667
43230,146675.0,143616.666667,148008.333333,158025.0,163058.333333
43232,77866.666667,72825.0,72525.0,78058.333333,81625.0
43235,179833.333333,183916.666667,191891.666667,202200.0,209783.333333
43240,160708.333333,161333.333333,158183.333333,161366.666667,162008.333333
43316,,,,,101300.0
43344,103866.666667,101025.0,98716.666667,109000.0,122566.66666700001
43542,198950.0,204375.0,218441.666667,227941.666667,234425.0
44012,183133.333333,178691.666667,189291.666667,197308.333333,206158.333333
44035,86091.666667,83225.0,86116.666667,85583.333333,84966.666667
44039,140350.0,138525.0,142641.666667,147175.0,150491.666667
44070,127900.0,123033.33333299999,127325.0,133508.333333,136725.0
44077,125700.0,125183.33333299999,126183.33333299999,127450.0,132041.666667
44105,45500.0,42516.666667000005,42408.333332999995,42050.0,39958.333332999995
44106,99833.333333,96175.0,95091.666667,91000.0,90400.0
44107,113350.0,113066.66666700001,119883.33333299999,125133.33333299999,132283.333333
44108,50150.0,47191.666667000005,43633.333332999995,43525.0,42433.333332999995
44111,65491.666667,61050.0,63158.333333,63850.0,62741.666667
44120,70708.333333,67641.666667,68591.666667,71166.666667,72508.333333
44122,183316.666667,178675.0,187625.0,204608.333333,212350.0
44124,125833.33333299999,123325.0,126075.0,129416.66666700001,129700.0
44129,92275.0,88358.333333,86541.666667,87175.0,86933.333333
44139,226141.666667,227625.0,233550.0,250550.0,258958.333333
44143,156583.333333,156466.666667,159550.0,168091.666667,171358.333333
44147,189966.666667,183433.333333,191683.333333,198616.666667,205600.0
44236,259383.333333,264625.0,274366.666667,288050.0,296508.333333
44273,150241.666667,149900.0,150158.333333,160600.0,163633.333333
44278,136083.333333,133941.666667,139625.0,143391.666667,148100.0
44303,120441.66666700001,123591.66666700001,128000.0,131516.666667,130283.33333299999
44311,41641.666667000005,41850.0,43858.333332999995,44000.0,44433.333332999995
44320,54716.666667,52950.0,56283.333333,54025.0,52900.0
44321,174791.666667,175641.666667,179591.666667,186416.666667,189216.666667
44333,208316.666667,205583.333333,210400.0,220308.333333,228775.0
44444,78641.666667,73591.666667,79058.333333,82725.0,82033.333333
44515,75283.333333,75858.333333,76491.666667,80000.0,78566.666667
44833,,,,,71925.0
44857,96350.0,99258.333333,95683.333333,96683.333333,108100.0
44905,66175.0,62366.666667,64058.333333,64908.333333,68616.666667
45036,162908.333333,159483.333333,165041.666667,175600.0,180827.272727
45044,95925.0,96975.0,99241.666667,100875.0,102625.0
45056,160908.333333,158033.333333,158600.0,171366.666667,173641.666667
45140,190550.0,192058.333333,197608.333333,207691.666667,218041.666667
45202,217366.666667,209308.333333,232958.333333,246866.666667,269850.0
45215,108208.33333299999,105441.666667,105475.0,110266.66666700001,113958.33333299999
45236,122600.0,119491.66666700001,120058.33333299999,126883.33333299999,131691.666667
45240,100100.0,95975.0,95891.666667,101908.333333,106483.333333
45242,218983.333333,222391.666667,230175.0,248783.333333,260291.666667
45249,273375.0,283900.0,299866.666667,310133.333333,322400.0
45314,140883.333333,139350.0,139100.0,143800.0,148391.666667
45342,121375.0,123425.0,125675.0,126166.66666700001,126500.0
45345,82733.333333,79308.333333,78975.0,80200.0,79325.0
45380,101858.333333,110416.66666700001,154450.0,213275.0,205900.0
45432,106850.0,104266.666667,102783.333333,102025.0,106766.666667
45645,94833.333333,86675.0,81141.666667,79633.333333,87066.666667
46011,82058.333333,81133.333333,78833.333333,80141.666667,82633.333333
46032,236908.333333,239750.0,252100.0,257625.0,264175.0
46062,159525.0,163141.666667,170400.0,178483.333333,183125.0
46143,132250.0,131025.0,134116.666667,142166.666667,145791.666667
46203,,,,,58900.0
46204,211700.0,214191.666667,207100.0,226733.333333,257316.666667
46205,,,,,114725.0
46218,,,,,42050.0
46219,,,,,83725.0
46235,75233.333333,71508.333333,85791.666667,86983.333333,87816.666667
46241,57216.666667,56958.333333,68250.0,64558.333333,62325.0
46256,,,,,188600.0
46278,223900.0,225116.666667,254941.666667,253441.666667,253108.333333
46360,,,,,103850.0
46410,108858.33333299999,106133.333333,115000.0,112183.33333299999,115150.0
46567,,,,,210200.0
46580,112208.33333299999,107766.66666700001,114400.0,119475.0,123725.0
46825,105125.0,104708.333333,103308.333333,105266.666667,106975.0
47129,85725.0,81683.333333,80866.666667,84750.0,89137.5
47302,44683.333332999995,44250.0,44350.0,45716.666667000005,43475.0
47712,93908.333333,92666.666667,97066.666667,100216.666667,100675.0
47715,114908.33333299999,117658.33333299999,119350.0,116966.66666700001,118300.0
47933,99766.666667,98475.0,97350.0,102041.666667,104641.666667
48021,43441.666667000005,40516.666667000005,45475.0,56008.333333,61441.666667
48035,70733.333333,70741.666667,76558.333333,92208.333333,101783.333333
48041,111816.66666700001,119316.66666700001,139066.666667,144583.333333,150950.0
48043,60458.333333,55133.333333,64375.0,80158.333333,88850.0
48045,112775.0,115016.66666700001,129483.33333299999,145958.333333,155425.0
48066,48883.333332999995,46316.666667000005,50841.666667000005,63391.666667,71116.666667
48071,62141.666667,64700.0,75150.0,90358.333333,98658.333333
48076,87441.666667,94333.333333,111825.0,129566.66666700001,142433.333333
48084,194100.0,216225.0,259475.0,285933.333333,301841.666667
48088,82250.0,83308.333333,97075.0,117225.0,125191.66666700001
48091,46591.666667000005,45808.333332999995,50375.0,58391.666667,63841.666667
48092,78225.0,79333.333333,96925.0,115750.0,123366.66666700001
48098,254683.333333,276825.0,319916.666667,356083.333333,367583.333333
48141,39500.0,39033.333332999995,38991.666667000005,47408.333332999995,49341.666667000005
48150,96558.333333,101416.666667,119133.33333299999,134066.666667,139150.0
48178,193333.333333,210058.333333,235800.0,256058.333333,270400.0
48180,55241.666667,57000.0,59000.0,67316.666667,73208.333333
48182,128366.66666700001,127358.33333299999,133283.333333,143100.0,149875.0
48209,40333.333332999995,41600.0,40358.333332999995,39200.0,36725.0
48224,43558.333332999995,41658.333332999995,39500.0,40283.333332999995,38750.0
48226,,,,,
48230,204475.0,216108.333333,238800.0,267675.0,280300.0
48304,228941.666667,252241.666667,295933.333333,334866.666667,343166.666667
48306,261450.0,288025.0,330091.666667,361650.0,365558.333333
48307,156375.0,171316.666667,201441.666667,224550.0,235558.333333
48322,169325.0,186500.0,213583.333333,239533.333333,244891.666667
48324,192233.333333,206725.0,239366.666667,261783.333333,259683.333333
48329,96458.333333,99441.666667,115433.33333299999,134991.666667,140683.333333
48331,204758.333333,218133.333333,243233.333333,273125.0,277850.0
48335,173583.333333,185775.0,208300.0,232533.333333,242508.333333
48363,254641.666667,280466.666667,314533.333333,345825.0,360083.333333
48423,91400.0,95475.0,106250.0,112250.0,117290.0
48433,93200.0,97216.666667,102250.0,105233.333333,110640.0
48604,60891.666667,58550.0,58033.333333,55558.333333,54800.0
48836,115975.0,119433.33333299999,130625.0,151633.333333,159333.333333
48855,140683.333333,149258.333333,160300.0,181508.333333,194291.666667
48906,70433.333333,66641.666667,68958.333333,75025.0,73300.0
48910,63491.666667,59675.0,61358.333333,64741.666667,63266.666667
49014,94183.333333,90066.666667,92250.0,99133.333333,102983.333333
49017,87141.666667,80758.333333,86016.666667,93941.666667,93008.333333
49090,142708.333333,142191.666667,153416.666667,163058.333333,161583.333333
49120,116625.0,97541.666667,96575.0,96841.666667,93275.0
49316,170416.666667,173541.666667,183608.333333,200150.0,214758.333333
49444,46658.333332999995,44675.0,48325.0,49933.333332999995,51450.0
49456,161866.666667,162158.333333,174816.666667,186383.333333,192866.666667
49506,134225.0,136416.666667,148550.0,162558.333333,173708.333333
49512,130625.0,133408.333333,139408.333333,149891.666667,160241.666667
49546,197766.666667,203708.333333,217200.0,235000.0,251133.333333
50111,169366.666667,174441.666667,182275.0,190791.666667,197758.333333
50265,162925.0,163675.0,170191.666667,175850.0,179400.0
50266,173541.666667,177833.333333,184625.0,188250.0,193908.333333
50309,,,,,132150.0
50312,151716.666667,151200.0,155716.666667,163591.666667,166058.333333
50315,95766.666667,94175.0,97191.666667,101708.333333,104716.666667
50317,93116.666667,92050.0,94775.0,98433.333333,99625.0
50320,138991.666667,138775.0,138825.0,141408.333333,144275.0
50321,182233.333333,178583.333333,184133.333333,192908.333333,201741.666667
51103,,,,,72212.5
51104,,,,,121375.0
51526,,,,,
52213,157616.666667,163700.0,171533.333333,172033.333333,175658.333333
52240,153300.0,156033.333333,159875.0,170683.333333,177166.666667
52338,232125.0,242816.666667,246325.0,256175.0,263900.0
52402,136450.0,136500.0,138258.333333,140775.0,136575.0
52803,99433.333333,101633.333333,106716.666667,107766.66666700001,110058.33333299999
53029,294016.666667,289483.333333,303366.666667,313466.666667,321183.333333
53075,154175.0,151233.333333,150541.666667,151491.666667,149808.333333
53081,92216.666667,88033.333333,87825.0,90616.666667,91666.666667
53144,141200.0,137600.0,132875.0,139083.333333,141300.0
53177,125591.66666700001,119833.33333299999,118425.0,124500.0,131141.666667
53202,206333.333333,202091.666667,205358.333333,210475.0,216925.0
53207,129641.66666700001,128100.0,132150.0,133083.333333,136483.333333
53221,126016.66666700001,119375.0,124641.66666700001,122133.33333299999,120750.0
53223,77866.666667,79425.0,82158.333333,81933.333333,83041.666667
53404,144833.333333,135550.0,133616.666667,141591.666667,120550.0
53406,151858.333333,148141.666667,148100.0,149283.333333,150141.666667
53576,110108.33333299999,112858.33333299999,113366.66666700001,121266.66666700001,124533.33333299999
53703,193433.333333,195600.0,205025.0,239433.333333,252116.666667
53913,143566.666667,138700.0,142291.666667,151275.0,153608.333333
54115,161533.333333,161075.0,165608.333333,171116.666667,177466.666667
54143,90183.333333,88125.0,89733.333333,96116.666667,95025.0
54311,155091.666667,155050.0,157208.333333,163375.0,169575.0
54521,,,,,
54601,120525.0,119925.0,121625.0,125991.66666700001,130870.0
54603,93000.0,90375.0,89883.333333,93358.333333,95530.0
54636,147208.333333,138741.666667,139475.0,158083.333333,164090.0
54745,184908.333333,163050.0,179650.0,210450.0,194141.666667
54913,203500.0,204250.0,210533.333333,219625.0,229233.333333
54914,125291.66666700001,123125.0,124666.66666700001,127725.0,132208.333333
54915,134966.666667,131391.666667,131250.0,136425.0,141725.0
55025,190225.0,190433.333333,202691.666667,217691.666667,233725.0
55044,241441.666667,243475.0,264583.333333,281025.0,288933.333333
55106,98741.666667,99483.333333,112241.66666700001,125108.33333299999,133316.666667
55115,246458.333333,250333.333333,262450.0,285883.333333,305541.666667
55123,236425.0,238083.333333,258883.333333,268333.333333,276383.333333
55125,223533.333333,227358.333333,243441.666667,258716.666667,267825.0
55330,154608.333333,158233.333333,177058.333333,189775.0,197850.0
55337,177466.666667,175291.666667,194066.666667,208158.333333,211183.333333
55344,184441.666667,185325.0,197933.333333,207616.666667,214750.0
55372,229625.0,227516.666667,251258.333333,273166.666667,282066.666667
55374,224225.0,229066.666667,246708.333333,264400.0,264950.0
55378,200383.333333,208308.333333,221175.0,235975.0,244400.0
55408,166825.0,164141.666667,181750.0,201283.333333,204041.666667
55414,192233.333333,194491.666667,205983.333333,222275.0,230583.333333
55416,221850.0,229325.0,249066.666667,261641.666667,265600.0
55421,120908.33333299999,117733.33333299999,136983.333333,145366.666667,148516.666667
55433,129708.33333299999,125033.33333299999,144383.333333,156925.0,164666.666667
55435,123700.0,127425.0,130900.0,136916.666667,135016.666667
55438,231741.666667,232375.0,250441.666667,270850.0,277375.0
58789,,,,,722750.0
59047,,,,,196500.0
59059,,,,,164700.0
59101,136800.0,135675.0,143091.666667,147425.0,151825.0
59102,168408.333333,167658.333333,176083.333333,178966.666667,183241.666667
59804,259775.0,264758.333333,268133.333333,272541.666667,287366.666667
60005,236200.0,229541.666667,252475.0,269000.0,283150.0
60006,,,,,173400.0
60007,209991.666667,199791.666667,209191.666667,229333.333333,227658.333333
60012,276983.333333,262800.0,262800.0,278200.0,278225.0
60014,175433.333333,158483.333333,161391.666667,176600.0,184058.333333
60015,415283.333333,400950.0,434333.333333,473583.333333,481908.333333
60016,166533.333333,150908.333333,160683.333333,178391.666667,186908.333333
60018,199858.333333,190175.0,201458.333333,221558.333333,222525.0
60026,593641.666667,584350.0,616783.333333,669275.0,629225.0
60031,204441.666667,193816.666667,202083.333333,218383.333333,222125.0
60041,157241.666667,143291.666667,146875.0,150833.333333,150091.666667
60045,733450.0,699766.666667,739958.333333,803941.666667,797491.666667
60047,372358.333333,363591.666667,386408.333333,411341.666667,407758.333333
60060,190033.333333,174100.0,177691.666667,196908.333333,205608.333333
60062,408333.333333,398175.0,435550.0,467850.0,484833.333333
60067,269058.333333,256066.666667,280175.0,297175.0,297733.333333
60069,403100.0,383841.666667,412383.333333,448216.666667,450408.333333
60077,193658.333333,184916.666667,195600.0,213266.666667,222458.333333
60089,246516.666667,230066.666667,248608.333333,273375.0,272241.666667
60093,902058.333333,901383.333333,948791.666667,1013041.666667,1026483.333333
60098,162866.666667,149333.333333,147675.0,161550.0,167216.666667
60102,209291.666667,192625.0,193083.333333,214641.666667,220416.666667
60103,230391.666667,216616.666667,226900.0,244958.333333,248700.0
60119,243208.333333,231808.333333,227133.333333,250091.666667,255875.0
60120,133633.333333,120933.33333299999,118925.0,138733.333333,147083.333333
60126,318175.0,306550.0,329041.666667,354633.333333,352783.333333
60139,146158.333333,133066.666667,141033.333333,155100.0,157475.0
60152,168158.333333,157691.666667,153125.0,164450.0,170950.0
60173,203025.0,183541.666667,190575.0,213933.333333,229591.666667
60174,227416.666667,217716.666667,215841.666667,237533.333333,241875.0
60181,197066.666667,179933.333333,183158.333333,200041.666667,204408.333333
60201,331416.666667,326816.666667,354500.0,390541.666667,385050.0
60202,221491.666667,206666.666667,222991.666667,251025.0,259500.0
60429,84858.333333,84208.333333,89916.666667,88975.0,92500.0
60435,126991.66666700001,116583.33333299999,119483.33333299999,128925.0,130491.66666700001
60448,250941.666667,240200.0,248775.0,264675.0,267450.0
60450,187166.666667,176300.0,165216.666667,176266.666667,172275.0
60455,151733.333333,143341.666667,146275.0,157916.666667,161833.333333
60462,220241.666667,214933.333333,224416.666667,229550.0,231633.333333
60477,174791.666667,168908.333333,175508.333333,179383.333333,180566.666667
60491,285791.666667,271650.0,279083.333333,302025.0,306358.333333
60501,124191.66666700001,110741.66666700001,108375.0,122650.0,142400.0
60504,156533.333333,146283.333333,147625.0,169108.333333,173933.333333
60514,365450.0,348016.666667,369900.0,420550.0,434025.0
60515,269325.0,262058.333333,283025.0,308950.0,313241.666667
60523,630575.0,636350.0,662233.333333,689350.0,680925.0
60525,261075.0,254366.666667,274225.0,305408.333333,316566.666667
60532,239166.666667,234291.666667,241325.0,260400.0,266016.666667
60563,242800.0,237025.0,256166.666667,272208.333333,275991.666667
60601,279900.0,250591.666667,264466.666667,298575.0,276880.0
60606,218033.333333,196125.0,216716.666667,239125.0,248566.666667
60608,173108.333333,155883.333333,163316.666667,176991.666667,193566.666667
60609,134950.0,120691.66666700001,126908.33333299999,126483.33333299999,124791.66666700001
60610,237775.0,226166.666667,240133.333333,251558.333333,249608.333333
60611,297858.333333,270675.0,297408.333333,309233.333333,299566.666667
60612,177900.0,153600.0,169600.0,177233.333333,182108.333333
60613,193533.333333,179450.0,187783.333333,191783.333333,192441.666667
60614,345741.666667,331991.666667,353133.333333,383466.666667,381083.333333
60615,163608.333333,152916.666667,160841.666667,171283.333333,171283.333333
60616,195516.666667,182125.0,194441.666667,209766.666667,223550.0
60619,119816.66666700001,114975.0,121466.66666700001,127750.0,119591.66666700001
60620,118233.33333299999,113208.33333299999,119733.33333299999,120958.33333299999,114808.33333299999
60623,111391.66666700001,98291.666667,112691.66666700001,124650.0,125041.66666700001
60626,151791.666667,129658.33333299999,135200.0,143475.0,147366.666667
60630,227366.666667,215108.333333,231708.333333,253358.333333,262658.333333
60631,270966.666667,259933.333333,291358.333333,303500.0,305841.666667
60637,137691.666667,126500.0,129075.0,142550.0,141083.333333
60638,168158.333333,155841.666667,158891.666667,170725.0,180416.666667
60641,196416.666667,183958.333333,209991.666667,238566.666667,250641.666667
60642,299583.333333,295816.666667,322366.666667,348508.333333,356925.0
60643,129025.0,125050.0,132166.666667,131216.666667,127100.0
60647,242366.666667,233716.666667,260816.666667,279341.666667,281183.333333
60654,217433.333333,201716.666667,219916.666667,240116.666667,241783.333333
60657,275058.333333,262108.333333,278041.666667,298966.666667,304400.0
60661,217200.0,203283.333333,215366.666667,230225.0,254525.0
60674,,,,,277050.0
61020,,,,,112614.28571400001
61032,,,,,143300.0
61081,,,,,601550.0
61614,129366.66666700001,129875.0,129308.33333299999,131225.0,128941.66666700001
61637,,,,,
61745,132725.0,130950.0,132441.666667,139033.333333,146550.0
61761,141291.666667,143341.666667,145341.666667,148258.333333,148916.666667
61801,117775.0,115358.33333299999,111441.66666700001,114600.0,118475.0
61818,,,,,587800.0
61821,120083.33333299999,116108.33333299999,114783.33333299999,118991.66666700001,120200.0
62221,139316.666667,131900.0,127750.0,127800.0,127775.0
62455,,,,,136300.0
62633,,,,,209000.0
62702,73958.333333,74066.666667,72000.0,74425.0,69600.0
62703,72083.333333,76883.333333,72500.0,72000.0,69883.333333
62704,121516.66666700001,117641.66666700001,121608.33333299999,125708.33333299999,119483.33333299999
63015,,,,,72300.0
63017,289016.666667,280550.0,299300.0,314700.0,338583.333333
63026,172675.0,167525.0,171533.333333,180758.333333,189941.666667
63031,84708.333333,78358.333333,77933.333333,80816.666667,85100.0
63043,130358.33333299999,128200.0,131475.0,132850.0,140216.666667
63084,103066.666667,99716.666667,104058.333333,111800.0,122650.0
63101,,,,,83500.0
63102,,,,,149400.0
63103,,,,,140900.0
63104,166566.666667,164600.0,165683.333333,166908.333333,179266.666667
63108,203441.666667,198258.333333,213500.0,231125.0,252283.333333
63113,55525.0,52216.666667000005,57333.333333,50858.333332999995,46150.0
63114,72433.333333,67808.333333,64158.333333,67391.666667,69033.333333
63122,233933.333333,231725.0,245808.333333,261966.666667,275425.0
63123,128375.0,124166.66666700001,126925.0,127716.66666700001,135366.666667
63126,162808.333333,159425.0,163866.666667,172108.333333,185308.333333
63127,318025.0,308766.666667,328108.333333,359091.666667,377116.666667
63134,61591.666667,55400.0,55166.666667,57525.0,57091.666667
63135,64650.0,57666.666667,57158.333333,59583.333333,61058.333333
63141,335258.333333,332708.333333,349341.666667,376566.666667,398616.666667
63144,156841.666667,148925.0,156291.666667,162966.666667,176816.666667
63146,172475.0,169241.666667,176908.333333,180650.0,191558.333333
63301,143175.0,140533.333333,138750.0,144291.666667,154833.333333
63303,177941.666667,174883.333333,181825.0,183650.0,196766.666667
63368,202416.666667,198850.0,207783.333333,209541.666667,224383.333333
63373,,,,,
63376,148308.333333,146400.0,150125.0,153533.333333,163866.666667
63380,,,,,144850.0
63755,,,,,
63851,,,,,62800.0
64015,133083.333333,132900.0,132408.333333,134591.666667,142791.666667
64050,67583.333333,64700.0,65291.666667,65791.666667,68600.0
64052,64108.333333,63533.333333,63266.666667,63816.666667,63250.0
64055,94183.333333,90950.0,90450.0,94733.333333,98616.666667
64056,85083.333333,85808.333333,90533.333333,89016.666667,89775.0
64058,102025.0,94891.666667,95066.666667,95683.333333,102183.333333
64068,136600.0,135791.666667,138183.333333,147983.333333,151183.333333
64093,,,,,143675.0
64118,114400.0,111983.33333299999,113366.66666700001,114391.66666700001,116875.0
64130,,,,,32750.0
64134,59416.666667,52841.666667000005,55025.0,56791.666667,52450.0
64801,78925.0,76816.666667,75341.666667,77716.666667,79725.0
64836,81925.0,77516.666667,77450.0,82258.333333,81858.333333
65109,,,,,197650.0
65202,125091.66666700001,122608.33333299999,123458.33333299999,127216.66666700001,127658.33333299999
65203,171733.333333,169358.333333,175458.333333,181800.0,187283.333333
65652,,,,,417400.0
65653,,,,,358550.0
65714,,,,,475700.0
65738,103266.666667,103358.333333,104575.0,106550.0,107658.33333299999
65757,118366.66666700001,118450.0,120158.33333299999,122125.0,125425.0
65803,74025.0,72941.666667,72300.0,75633.333333,75733.333333
65807,100508.333333,97791.666667,99083.333333,103383.333333,103508.333333
65810,161075.0,161908.333333,164200.0,174141.666667,175183.333333
66018,,,,,202700.0
66024,,,,,98650.0
66043,,,,,160150.0
66046,139183.333333,136508.333333,136875.0,141108.333333,141033.333333
66049,192216.666667,190358.333333,195108.333333,200608.333333,200400.0
66061,163183.333333,164816.666667,168525.0,176691.666667,185700.0
66062,179250.0,181425.0,188325.0,197991.666667,205783.333333
66085,283075.0,282858.333333,301483.333333,321325.0,341683.333333
66202,130908.33333299999,130366.66666700001,132158.333333,138016.666667,143508.333333
66204,123616.66666700001,122991.66666700001,124616.66666700001,129908.33333299999,136200.0
66209,304600.0,316666.666667,330500.0,349533.333333,359933.333333
66211,353916.666667,369025.0,397966.666667,409275.0,418900.0
66212,151558.333333,152308.333333,152975.0,157783.333333,164533.333333
66214,172400.0,173741.666667,173166.666667,181358.333333,184875.0
66215,168833.333333,170975.0,172466.666667,179725.0,189408.333333
66223,232400.0,239666.666667,248108.333333,258275.0,274550.0
66666,,,,,386300.0
66725,,,,,275750.0
67217,75916.666667,75683.333333,75200.0,74166.666667,76225.0
67460,,,,,191200.0
67575,,,,,276100.0
67967,,,,,128050.0
68102,178875.0,165108.333333,180125.0,195116.666667,194641.666667
68118,227400.0,217983.333333,228600.0,235400.0,245500.0
68124,160150.0,156958.333333,166500.0,168625.0,172766.666667
68134,116725.0,114141.66666700001,115100.0,119641.66666700001,125616.66666700001
68137,131316.666667,127708.33333299999,129400.0,134141.666667,139966.666667
68164,136450.0,133966.666667,134100.0,138033.333333,144258.333333
68504,97566.666667,100716.666667,101866.666667,104258.333333,106700.0
69166,,,,,150700.0
69196,,,,,114500.0
69210,,,,,106600.0
69337,,,,,110550.0
69678,,,,,286800.0
70002,200150.0,195275.0,206900.0,228216.666667,245800.0
70115,295783.333333,300158.333333,340608.333333,407533.333333,434937.5
70118,,,,,364575.0
70119,,,,,
70127,123100.0,117016.66666700001,118358.33333299999,119808.33333299999,120683.33333299999
70131,153241.666667,144541.666667,147658.333333,157241.666667,160375.0
70433,205525.0,196408.333333,199433.333333,214441.666667,214716.666667
70460,,,,,121950.0
70502,,,,,
70726,125641.66666700001,128808.33333299999,130725.0,136483.333333,125810.0
70775,,,,,237625.0
70804,,,,,203950.0
70816,140875.0,146825.0,149716.666667,152433.333333,158975.0
70820,155441.666667,157125.0,159225.0,160058.333333,164050.0
71014,,,,,149050.0
71105,150008.333333,155450.0,157100.0,155275.0,157533.333333
71119,126841.66666700001,126750.0,131208.333333,134683.333333,137425.0
71193,,,,,186600.0
71220,,,,,180000.0
71247,,,,,95900.0
71901,113075.0,114533.33333299999,113308.33333299999,115491.66666700001,116966.66666700001
72010,70000.0,68266.666667,72466.666667,83325.0,
72032,110700.0,109266.66666700001,113816.66666700001,114916.66666700001,119550.0
72110,,,,,162000.0
72204,68941.666667,65183.333333,70275.0,70550.0,68325.0
72209,64650.0,61141.666667,62541.666667,63666.666667,63816.666667
72616,101900.0,106483.333333,105325.0,115641.66666700001,154600.0
72712,140933.333333,143325.0,150708.333333,159766.666667,168358.333333
72715,131216.666667,131366.666667,138050.0,142058.333333,144950.0
72745,116066.66666700001,117583.33333299999,122233.33333299999,128691.66666700001,133958.333333
72756,111758.33333299999,108391.66666700001,118725.0,126250.0,129366.66666700001
72764,109116.66666700001,107275.0,113158.33333299999,120875.0,160977.777778
72901,75966.666667,73166.666667,74966.666667,76158.333333,76491.666667
73003,136825.0,140966.666667,143025.0,149900.0,152916.666667
73012,173941.666667,178891.666667,180633.333333,192025.0,199175.0
73013,172675.0,176891.666667,180700.0,191475.0,195491.666667
73016,,,,,169800.0
73018,,,,,83757.142857
73032,,,,,136800.0
73034,213791.666667,222158.333333,230241.666667,241233.333333,251433.333333
73069,109750.0,112675.0,116675.0,123233.33333299999,127958.33333299999
73093,120266.66666700001,137050.0,140658.333333,151933.333333,156166.666667
73099,126508.33333299999,134308.333333,139600.0,151358.333333,154616.666667
73104,106716.666667,116616.66666700001,124500.0,131900.0,149341.666667
73107,74241.666667,74716.666667,78533.333333,81191.666667,80650.0
73110,71450.0,73383.333333,73325.0,75116.666667,73891.666667
73111,50666.666667000005,52191.666667000005,56058.333333,52058.333332999995,47000.0
73114,67450.0,68141.666667,71991.666667,73325.0,69391.666667
73127,94616.666667,95775.0,97758.333333,102700.0,104150.0
73130,114816.66666700001,117933.33333299999,119508.33333299999,124008.33333299999,125358.33333299999
73159,93675.0,95491.666667,97425.0,100833.333333,102433.333333
