intensity,lat,lng
5,32.074678999999996,-81.088261
85501,40.84328,-73.860389
4,42.648044,-71.161751
2,41.446269,-81.402969
83425,40.880678,-73.90654
1,41.384751,-81.285759
10484,40.867787,-73.79992
39690,40.822615,-73.822239
1,40.727948,-84.164879
80721,40.890964000000004,-73.846239
3,32.039396,-81.17911600000001
147846,40.869953,-73.865746
118850,40.868093,-73.89973
64766,40.868607,-73.84813299999999
2,43.06884,-87.973768
1,42.999272999999995,-87.94301800000001
2,30.37745,-81.593947
1,40.864677,-75.872265
14,33.768334,-118.20163600000001
1,41.203121,-74.002263
1,43.545833,-96.69013199999999
1,41.381005,-74.352471
1,43.604785,-96.707425
2,41.198181,-74.314759
2,39.118722,-88.56238499999999
3,33.034890000000004,-97.12490600000001
1,33.056756,-96.73083100000001
2,37.873832,-122.254944
1,43.479527000000004,-96.704993
13,33.075421999999996,-96.802686
2,33.032709999999994,-97.06007
1,28.654162,-81.343713
1,28.751037,-81.10211899999999
1,45.86589,-122.06521799999999
1,40.16284,-84.22821
1,46.21568,-123.32526599999998
1,28.905193,-81.184537
2,42.695532,-72.909148
1,42.029334000000006,-84.454755
23,35.23575,-120.615973
1,33.72457,-112.158548
7,35.295232,-120.83546799999999
3,33.750815,-112.09063200000001
13,35.296958000000004,-120.733134
5,33.816137,-112.11997099999999
1,33.924597999999996,-112.12688200000001
23732,40.88953,-73.872662
2,32.028784,-80.992683
17861,40.898868,-73.903328
88438,40.829556,-73.869336
43609,40.818690000000004,-73.858474
23123,40.810549,-73.884367
13700,40.875169,-73.823817
1,32.078546,-81.126056
2,42.590790000000005,-71.355182
1,41.363571,-82.13786
9,42.679722999999996,-71.30068
3,39.675999,-106.308296
1,42.965203,-87.991364
2,38.234919,-84.868786
3,42.953909,-87.943306
1,43.163455,-87.990496
1,34.194537,-111.304309
1,43.048953999999995,-88.042234
1,40.824963000000004,-75.84620100000001
2,32.978573,-109.989395
2,32.813752,-109.35523
1,41.366224,-74.121236
1,47.489569,-122.29996000000001
2,43.545488,-96.642616
1,39.071264,-88.733651
3,39.540397999999996,-119.74911100000001
2,32.857112,-96.43121
1,43.531242999999996,-96.754971
6,33.146638,-96.855822
10,39.541317,-119.650155
1,33.163129999999995,-96.790193
2,39.604161,-119.689298
2,43.192089,-76.192302
4,32.874776000000004,-96.996862
1,39.520351,-119.9998
1,43.26045,-75.85258
13,32.885612,-96.942661
1,43.291249,-75.996241
1,42.593338,-72.726941
1,45.874446999999996,-120.77583
1,34.17938,-91.892483
4,28.771236,-81.35466
1,42.796313,-71.053436
3,44.94878,-123.00365500000001
8,44.903103,-123.064528
1,45.030353999999996,-123.02368899999999
1,45.014338,-122.928719
1,44.842904,-123.094751
2,43.036919,-87.93382700000001
1,32.819951,-109.77083
1,33.976652,-110.96034399999999
3,41.446544,-74.478741
1,41.487318,-74.344437
1,39.296482,-119.65871299999999
1,39.676372,-119.675827
2,32.911702000000005,-96.674838
3,32.857447,-96.57579799999999
5,32.964607,-96.649686
1,41.169339,-118.263916
1,42.128122999999995,-77.031977
5,38.811278,-119.131304
2,38.996464,-119.917493
5,28.708784,-81.350801
10,28.6304,-81.36504599999999
1,40.032528000000006,-84.194575
4,43.101955,-76.03791899999999
1,28.773053000000004,-81.638118
1,46.209509000000004,-123.05615300000001
1,45.669909000000004,-121.98966499999999
1,18.3454,-66.05154499999999
1,37.812813,-85.93137
1,38.001981,-86.386237
1,33.371831,-94.139813
2,42.228769,-89.162524
1,33.511784000000006,-94.133888
12,35.176043,-120.476694
5,35.463544,-120.69291100000001
1,35.185911,-120.731793
1,34.610436,-120.219523
4,35.585018,-121.04146100000001
1,37.439458,-89.6408
1,39.958484999999996,-76.65866
2,44.902603000000006,-122.907374
1,40.002612,-76.773548
1,35.262142,-83.010414
2,40.014709,-76.640873
1,32.289606,-90.184324
1,35.741251,-82.515578
1,35.407057,-83.316777
1,32.279311,-90.206334
96,32.724103,-117.17091200000002
17,32.71622,-117.117057
27,32.747415000000004,-117.16688300000001
14,32.741501,-117.127948
7,32.737827,-117.092673
12,32.710817999999996,-117.23761299999998
2,41.317346,-74.199881
1,47.446413,-122.272098
11,32.739055,-117.24540400000001
56,32.774046000000006,-117.142454
10,41.111118,-74.07854
1,41.025661,-80.668279
33,32.786772,-117.23420700000001
1,33.850746,-85.205308
5,41.098819,-74.013262
2,34.247838,-84.524468
2,32.773069,-97.005227
1,41.102896,-80.761275
2,41.157191,-73.993416
4,32.664953000000004,-97.024692
2,33.54059,-85.00308199999999
1,44.848517,-68.85040500000001
1,33.572388000000004,-85.10361999999999
1,33.050725,-96.974623
2,31.222792,-99.896165
1,40.244498,-84.516917
1,42.215841,-76.8341
1,43.079575,-89.378389
1,46.582723,-124.027257
3,28.663876000000002,-81.196278
2,43.136269,-89.347319
1,28.647702000000002,-81.044726
1,45.807695,-122.69390800000001
1,38.822287,-102.428708
1,35.486805,-120.485271
5,35.120888,-120.61966399999999
1,38.959653,-105.194278
10,34.595669,-120.352667
3,41.67653,-81.32816700000001
4,34.737964,-120.54373899999999
2,42.656045,-71.303309
1,42.649481,-71.348229
1,44.627553000000006,-123.01761299999998
1,34.160345,-99.34342600000001
1,44.833821,-122.85223
1,44.375035,-122.94758600000002
1,32.372134,-90.12260500000001
19,32.765244,-117.200391
38,32.806476,-117.168879
8,32.696715999999995,-117.11788100000001
22,32.707755999999996,-117.055095
3,35.466396,-94.35006700000001
7,32.764998,-117.073641
2,42.635575,-73.759658
3,42.681048,-73.84698
9,32.764971,-117.123145
3,41.092068,-73.924648
1,34.167879,-84.852014
23,32.824571999999996,-117.199518
1,42.691517,-73.73375
4,47.651371000000005,-122.407349
13,32.699234000000004,-117.20964199999999
1,41.050065999999994,-73.958585
5,32.817888,-117.03195600000001
3,33.766909000000005,-84.641356
2,42.674514,-73.782733
1,42.658398,-73.745952
2,41.016203999999995,-73.914304
2,32.796483,-96.954806
3,41.061561,-74.007832
1,33.815025,-84.553831
3,32.84737,-96.957871
11,40.601778,-122.454973
1,33.874556,-84.69471300000001
11,32.920429999999996,-96.986323
7,40.527834000000006,-122.318749
1,41.037017,-73.92125899999999
1,41.294859,-74.488006
12,40.751937,-122.230678
1,44.784754,-68.735012
1,33.110351,-97.00546899999999
3,32.548807000000004,-84.92410600000001
10,41.135964,-120.84006299999999
3,33.013546000000005,-97.00016
1,33.177062,-96.950292
4,40.458028999999996,-122.27783000000001
1,40.704869,-122.120038
4,33.179984000000005,-96.585712
1,43.036054,-89.386887
1,39.438613000000004,-75.260646
1,43.045313,-89.515378
1,33.901476,-91.520374
3,39.990829999999995,-82.999946
2,39.960662,-83.082542
3,42.010076,-83.927846
1,39.942452,-82.974175
1,34.712216,-120.23014599999999
2,34.770604999999996,-119.98520500000001
7,35.037198,-120.504593
1,35.044396,-120.620199
16,35.662509,-120.74986499999999
6,41.415033,-81.918942
5,35.165671,-120.65584399999999
1,36.504334,-76.780733
1,33.547794,-101.92023
1,44.647997,-123.259576
1,44.564603999999996,-123.280419
1,33.600031,-101.982853
1,41.697563,-81.20974
2,44.468069,-123.29383100000001
1,38.290116,-111.54878400000001
21,32.794714,-117.07176399999999
2,36.636344,-121.62397800000001
51,32.899592,-117.201203
44,32.861727,-117.171224
98,32.806794000000004,-117.13493000000001
15,32.823766,-117.092378
1,36.682351000000004,-121.60590400000001
55,32.908449,-117.14138
2,41.180177,-74.102175
6,36.722714,-121.633649
16,33.011833,-117.132686
1,36.651745,-121.59944399999999
29,32.999818,-117.071808
1,33.988832,-84.858967
10,32.96692,-117.126158
2,33.171915999999996,-96.69629599999999
1,33.245816999999995,-96.63072
1,40.913779999999996,-123.30742099999999
1,33.67052,-84.73428
6,41.11892,-74.048158
4,33.031560999999996,-96.673164
1,41.326646000000004,-122.77365400000001
2,33.800706,-96.725999
1,33.081178,-97.060924
2,40.894269,-121.50702
3,38.98775,-76.5528
1,40.676564,-122.380909
1,28.533319,-80.792029
1,38.942122999999995,-76.489628
1,43.038705,-83.51096
1,34.760774,-86.685762
2,43.112421000000005,-76.18945699999999
1,45.678996000000005,-122.720499
1,34.633027,-86.65905699999999
2,45.640066999999995,-122.625018
3,45.688497,-122.57785
2,45.61951,-122.577179
3,28.599188,-81.352273
1,45.679501,-122.66056
1,39.966856,-83.01295999999999
1,42.989027,-71.466111
1,39.816559999999996,-82.922749
1,43.011907,-71.491063
12,38.994215999999994,-104.490669
3,35.886767,-120.60866100000001
2,40.006091,-82.92094499999999
2,43.009552,-71.439782
5,34.923013,-120.25946299999998
1,39.218328,-104.02325400000001
9,34.831792,-120.43350900000002
1,41.763938,-81.14310400000001
9,34.959340000000005,-120.490081
1,41.975486,-91.659172
2,38.414215000000006,-96.218301
1,36.216959,-75.89157800000001
2,42.023171999999995,-91.65961300000001
1,41.965959000000005,-91.56605400000001
2,36.019228999999996,-75.692172
1,37.188716,-89.514476
1,37.590627000000005,-113.19098799999999
3,33.468167,-101.947592
3,37.770340000000004,-113.07861399999999
1,38.675948,-92.69001999999999
2,44.739272,-121.87896599999999
1,38.324360999999996,-92.564791
1,41.313171000000004,-81.438675
2,44.869102000000005,-123.46461599999999
1,44.411545000000004,-122.57890900000001
1,32.330662,-90.091792
34,32.945791,-117.214366
25,32.886070000000004,-117.085982
3,32.713608,-117.17208899999999
4,32.724222999999995,-117.14658700000001
20,42.685261,-73.82323000000001
2,32.697542999999996,-117.192775
2,32.679888,-117.04888999999999
2,41.031088000000004,-73.947703
1,41.202903000000006,-74.022265
5,34.036864,-84.591009
6,32.948918,-96.70971899999999
1,45.670806,-118.823573
4,39.923446000000006,-122.27080600000001
8,32.991557,-96.663063
1,41.186927000000004,-74.23735
10,40.336387,-122.44851100000001
3,41.209942,-122.30793500000001
2,32.943901000000004,-96.452875
1,43.153084,-76.212402
1,39.940259999999995,-122.4892
1,43.075348,-83.867227
3,28.610096000000002,-81.298342
1,28.625287,-80.845853
1,42.916399,-83.629374
6,45.61442,-122.238447
1,45.828452,-122.342925
2,40.049153000000004,-83.074244
1,33.999151,-83.34699300000001
1,39.928446,-83.034658
1,18.368062,-66.108062
1,40.043925,-82.966265
2,33.905910999999996,-83.323577
1,42.935584000000006,-71.53687099999999
1,34.017305,-83.447551
4,34.653533,-120.007153
1,40.08587,-82.97819799999999
6,34.624395,-120.137875
6,35.538809,-120.739893
1,36.484297999999995,-76.13835
4,41.610724,-81.379324
1,40.582316,-74.271506
1,41.652326,-81.441721
9,40.662338,-74.110275
2,44.815295,-123.12948600000001
9,40.809128,-74.187155
5,40.882508,-74.30459300000001
3,40.851187,-74.282865
1,40.58379,-74.227457
2,37.044712,-113.20601200000002
1,43.879408000000005,-72.831685
3,40.674562,-89.608597
3,40.705715000000005,-89.653644
6,32.739496,-117.197401
4,36.553175,-121.92396000000001
3,36.448671999999995,-121.849502
2,40.627134999999996,-89.685132
2,36.415603000000004,-121.637651
1,36.52587,-121.396735
1,41.267448,-74.364011
3,36.248796999999996,-121.38663100000001
1,29.487773999999998,-98.291474
2,41.098071999999995,-73.972649
2,33.604131,-96.550405
1,38.946188,-89.13014799999999
1,33.884708,-84.871928
12,33.034224,-96.81160799999999
3,33.012135,-96.534936
1,45.785367,-119.890171
1,42.237435999999995,-76.475779
1,38.350719,-81.630359
1,33.587945,-88.441102
4,45.673209,-122.48174499999999
88,33.754048,-117.752273
1,45.630556,-122.514839
40,33.624456,-117.781423
4,45.715211,-122.693165
50,33.690715000000004,-117.789224
143,33.705442,-117.8236
5,40.035763,-82.870875
4,40.079361999999996,-82.935126
5,39.920951,-82.870492
1,18.444394,-66.030036
4,40.118363,-83.027626
1,33.855810999999996,-83.244694
1,38.95306,-77.60278000000001
8,40.822081,-73.98783399999999
3,40.878256,-74.14407299999999
3,40.848397999999996,-74.16026600000001
1,37.187126,-112.249416
1,45.487084,-94.242777
3,40.831339,-74.135419
1,29.548398,-90.557239
1,40.656391,-74.30483000000001
3,45.574017,-94.215271
6,40.772071999999994,-74.207103
1,30.153715999999996,-91.0032
2,40.755897,-74.217961
1,44.914756,-123.974231
1,45.024376000000004,-123.903116
1,44.761507,-124.051772
1,40.713242,-89.535841
3,36.205059999999996,-121.01036299999998
2,40.759136,-89.604123
1,40.737893,-89.68678100000001
1,40.746726,-89.571641
1,36.686845,-121.78688700000001
16,32.557021999999996,-117.00621399999999
1,29.114718,-98.20866099999999
1,34.242301,-85.171371
1,41.211216,-80.497214
4,31.760618,-106.478578
3,42.493688,-96.394184
1,42.517086,-96.439937
1,39.127228,-88.022012
3,42.536156,-96.40468
3,31.852764,-106.44763600000002
4,40.793535,-121.438607
1,40.525724,-123.193917
1,41.406356,-80.372825
1,31.810651,-106.404743
2,30.444469,-91.17769200000001
1,35.534984,-108.737949
2,40.471076000000004,-122.660955
1,43.25866,-82.542438
1,42.377014,-76.946182
1,30.404146,-91.139137
1,40.829014,-123.02285900000001
1,42.046025,-76.529114
1,41.77186,-123.327375
49,33.696121999999995,-117.67594
274,33.65844,-117.82600900000001
468,33.680302000000005,-117.83329499999999
4,40.145121,-82.98281899999999
44,33.642511999999996,-117.84168799999999
482,33.666942,-117.73209399999999
2,33.993558,-81.031002
1,33.002696,-94.383454
1,38.4636,-86.313139
1,44.463502000000005,-69.037571
1,39.019995,-105.11358600000001
1,38.747172,-77.484536
2,42.699177,-84.51995500000001
20,40.823877,-73.974152
1,38.998822,-77.733937
2,42.725239,-84.639542
1,40.622794,-74.886324
2,40.6417,-74.385676
26,40.850640000000006,-73.971007
1,44.675912,-122.778135
5,40.879796999999996,-74.10825
1,40.651249,-74.323137
4,40.592434000000004,-74.61884
7,40.743595,-74.154913
9,36.574690000000004,-121.84085400000001
1,36.597004,-121.87413600000001
3,31.848583,-106.53431599999999
2,30.331941999999998,-91.092135
2,31.746040999999998,-106.371426
1,40.9332,-122.38278799999999
1,40.738391,-122.82108600000001
1,45.321152000000005,-119.47462
1,30.431813000000002,-91.021967
1,41.894609,-87.789711
59,33.714796,-117.74913899999999
17,33.451469,-117.659056
49,33.601966,-117.864254
327,33.679590999999995,-117.90853100000001
202,33.647763,-117.91976100000001
57,33.475120000000004,-117.705675
1,34.076232,-81.198752
1,33.459236,-94.438723
2,38.332696,-85.69641899999999
78,40.745267999999996,-74.032021
2,40.598731,-74.47879300000001
1,40.752323,-74.12309
2,40.67742,-74.28934100000001
892,34.123286,-118.758541
2,40.87948,-74.380104
1,29.538288,-90.704647
2010,34.123305,-118.671025
2,40.927501,-74.308334
2,29.627637,-90.681784
14069,34.198291999999995,-118.60091299999999
4,40.429119,-74.416287
6,40.62523,-74.23782299999999
20314,34.224196,-118.63239399999999
3,40.514658000000004,-74.39310400000001
21557,34.209532,-118.57756299999998
2,40.785828,-74.3291
12541,34.200834,-118.6649
1,29.758816999999997,-98.191068
3,36.585219,-121.945282
11,32.553021,-117.042454
5,36.61441,-121.786901
2,33.717103,-84.918032
1,31.814165000000003,-106.561298
1,30.365070000000003,-91.203973
2,31.902441999999997,-106.41324499999999
1,43.81469,-111.822546
9,40.338068,-121.47907
1,43.671986,-111.89336899999999
15,40.580119,-122.041403
1,45.502322,-119.90286599999999
2,31.640206,-106.26894899999999
2,40.370467,-121.606306
2,34.123528,-84.457649
1,31.631426,-106.16006499999999
4,34.124224,-84.570679
1,41.228489,-80.417588
2,40.87908,-121.89326399999999
2,41.314337,-122.380798
1,39.495523999999996,-75.00866500000001
281,33.645736,-117.685503
53,33.612925,-117.731443
1,37.775135999999996,-89.35097900000001
2,34.139526000000004,-80.888209
2,35.287661,-111.639303
1,39.16721,-77.72057
1,35.380939,-111.37346299999999
1,38.739468,-77.555635
1,40.576806,-74.36575
3,40.730785,-74.268919
2,40.722448,-74.301546
1,40.525104999999996,-74.86525400000001
10,40.813487,-74.219011
5,37.185988,-113.60969399999999
1,40.844837,-74.200502
3,40.439256,-74.570451
1,40.834007,-74.24287700000001
20937,34.293338,-118.603118
1,40.909405,-74.363571
1,40.716574,-74.912125
27,40.794175,-74.02496
2,37.346523,-79.95358
19257,34.160236,-118.515472
3,36.389618,-121.34314599999999
1,31.829303999999997,-106.48333400000001
1,29.543813,-98.29535600000001
1,40.918572999999995,-74.194089
2,37.68769,-92.644458
8,31.776593,-106.296976
2,40.912548,-74.141615
2,31.829712,-105.97136200000001
1,45.161826,-93.127997
1,44.817690999999996,-92.93462199999999
1,30.123820000000002,-97.32771
195,33.66205,-117.96845900000001
361,33.723228000000006,-118.008692
228,33.67901,-118.01460300000001
305,33.72524,-118.051579
1,39.627145,-75.859891
1,38.636261,-91.978927
1,35.188711,-111.91613100000001
3,40.569594,-74.314925
1,39.041947,-77.47813000000001
1,40.319474,-74.428801
1,37.125867,-113.494351
5,40.785753,-74.265059
957,34.175969,-118.945127
22,40.853739000000004,-74.401636
767,34.368109999999994,-118.489038
3,40.856413,-74.12694
4,40.513104999999996,-74.344075
18025,40.694021,-73.736216
17393,34.238208,-118.55028999999999
1,45.988419,-94.373531
36912,40.698095,-73.758986
17244,34.237519,-118.51771200000002
1,40.634588,-74.519044
36966,40.671659000000005,-73.75256800000001
13081,34.281486,-118.556005
1,45.96669,-94.87204399999999
2,37.959736,-121.28828700000001
31284,40.657604,-73.84480400000001
2,37.952452,-121.329655
22908,40.707917,-73.828212
4,37.973735999999995,-121.31924599999999
28422,40.684653999999995,-73.849548
34511,40.676446,-73.844443
5,37.918853999999996,-121.417427
40645,40.700272,-73.835971
4,38.002125,-121.324979
59633,40.688673,-73.822918
5,38.046863,-121.352802
1,29.547159000000004,-98.262598
1,38.613372,-76.851612
1,40.930554,-80.356607
1,41.19709,-80.49584399999999
3,40.18189,-122.377104
1,40.903415,-74.219779
2,45.922063,-118.31606299999999
1,40.678556,-76.245246
1,45.263234000000004,-93.022024
2,42.078371000000004,-71.042304
1,30.078514000000002,-97.838012
65,33.57093,-117.77304199999999
1,30.094098,-97.495104
208,33.591304,-117.69751200000002
3,30.503949,-97.8242
1,33.895691,-95.443392
8,33.745129999999996,-117.984873
76,33.576212,-117.730368
