295092	-30
140868	-79
20554	-3
99500	-33
137900	56
183561	-48
9868	34
233072	-27
147189	39
225701	30
168259	-21
26070	64
10117	-19
136500	-10
201425	29
253708	30
2658	-25
35296	-40
94803	16
267624	-43
272482	-81
227150	-12
22003	-19
37137	-43
17789	-10
155309	-5
240947	-28
214403	42
17040	-10
70282	-57
155246	-28
279167	49
280049	-85
202426	53
69386	44
227360	-63
174762	-30
102998	31
218428	44
38999	7
175476	-2
207256	-31
125916	42
129276	5
114898	20
32965	92
25573	-31
47364	25
200774	35
108836	54
148834	24
138985	-24
188748	40
218155	32
139706	-79
201236	-11
282289	28
110873	53
249207	21
208320	-43
76246	-6
214564	-39
47539	-24
67909	-3
212233	-121
285075	73
134085	13
23025	-47
191030	-48
30403	51
70772	-51
260043	19
296044	47
38460	-95
16053	33
109270	4
60412	-23
93998	-5
169043	-50
213241	-36
110012	-30
254891	-98
277620	-14
130879	38
177828	14
292173	-46
135884	60
123480	-54
185304	33
174104	1
90218	8
23473	-4
215761	40
35219	-61
285068	48
44151	28
109116	18
4422	25
29241	4
200459	15
160937	20
76806	33
89938	-50
176008	15
40763	-41
3050	32
35716	28
80502	-32
119896	-70
204939	50
148162	-44
268065	-70
268737	-1
171213	-42
216195	1
242830	-1
112371	-8
188034	18
217371	-54
267610	-5
219702	19
289289	15
108955	-18
48827	-32
119378	14
167755	21
9756	-26
239498	-24
243131	1
132314	-46
119763	20
175854	37
238791	39
195657	27
52040	-56
265020	-56
157626	-58
166285	56
15108	-50
123718	41
252700	-4
277137	64
225694	-26
217168	-10
114205	37
282359	30
71010	68
57759	59
81958	3
145362	3
145544	20
216986	-10
5934	14
129388	-27
221333	57
157143	8
142506	51
226058	-111
72242	-32
105210	21
206570	-38
28429	-31
280728	-49
66747	-11
26056	27
274141	-84
217896	42
149667	-85
196588	70
55876	-9
66754	-14
30263	85
186732	16
225442	-27
6102	15
243047	124
68294	-63
194082	69
185612	-15
269248	3
140308	18
80719	-85
95251	-44
214669	-25
134337	-41
258251	-25
221802	13
198485	38
63954	17
214074	-41
56282	-23
145250	36
172809	7
184723	-28
27680	27
199892	-86
68707	-37
144613	49
275177	-42
214004	36
58620	-5
192871	-81
50829	1
106687	-49
238182	-75
87432	-50
118951	-76
26105	20
35800	-7
50423	20
251293	-15
236271	5
146461	-73
171969	-52
190316	-52
121898	5
4261	26
85822	-49
283045	30
291746	-18
227073	-48
272209	-46
86641	-10
153454	-29
62736	-85
209496	-30
288547	-80
219415	32
271229	75
97792	54
200340	-75
149107	-19
47581	-64
281547	-18
95811	2
180936	112
2098	-34
224511	-19
147035	70
10768	-42
151921	-37
186830	-21
276129	-3
26623	77
149135	35
217238	2
291529	-20
201992	-5
45229	-18
280840	55
265531	-8
134897	11
132440	-68
27435	-52
74475	-7
211876	-31
74545	-7
145586	9
158515	1
173173	-38
200487	-11
234115	30
214410	2
286727	42
260239	26
291718	31
278334	-22
93865	61
89287	9
214389	8
64941	41
43318	76
176190	-66
222768	70
80418	0
154679	17
116697	-6
283549	-45
291151	-75
283122	-19
38516	5
72319	41
97456	-31
28513	26
115934	50
295589	-5
76036	16
208166	40
217994	-39
219709	-65
288736	80
55771	-1
15836	32
158123	-21
29682	-3
170093	-18
231658	49
292565	2
283647	-17
201551	31
292495	14
19049	34
17131	-10
82448	-3
190274	-67
284627	-33
47973	21
233709	-76
246519	42
136185	16
4366	-105
105693	-96
21597	-31
30410	-60
144872	64
22360	36
176449	-30
260078	-23
163506	-68
212709	23
100016	-36
120050	-50
18958	-46
88993	-76
265657	-14
272027	-7
263277	-63
277858	30
87929	11
156282	57
52712	-44
60188	-11
237720	-52
250663	-12
32090	92
1496	51
173089	60
67167	-28
27645	-30
86130	4
155463	-36
296625	-52
288526	-19
79788	-67
97134	-43
203490	-29
215586	62
176862	-15
198772	-49
191716	-34
272881	109
275499	-16
5297	65
299446	-47
242718	-8
59831	-6
63058	34
131670	10
232785	-10
82889	35
265867	19
78962	1
208292	18
199948	136
20498	-18
255556	-36
146342	-36
190085	-31
160125	-6
41386	41
81132	-23
165585	40
11587	9
75091	34
214844	7
199486	17
171563	-34
111153	-13
2539	0
149695	73
94334	-9
237783	-31
221361	76
112504	45
16942	38
89735	81
184408	-13
49737	69
144998	-26
258783	26
107037	-32
55610	-18
106925	6
137739	-19
142912	-11
39412	-70
223279	6
224910	-37
11167	-10
99304	54
10180	-18
182882	52
135107	1
248829	18
165606	23
42884	-6
20337	-58
67482	-61
68175	23
8300	42
28793	22
221221	-42
255598	46
249529	74
259224	-10
287595	-64
296590	35
46286	-36
106841	6
150290	-10
268464	22
53027	92
180418	-47
259721	0
186438	-10
249606	-14
87096	-35
42926	-46
63653	6
144788	-39
202965	34
107457	5
230692	-11
208075	-59
86907	-60
4352	-3
94229	49
31831	24
186627	-21
236110	-30
164668	38
103523	-14
232386	17
193088	-29
264201	34
245819	0
25167	-21
18328	-6
35450	1
20295	-11
58557	-6
235011	54
38887	58
101584	50
37655	2
101906	61
165410	37
468	-93
100870	-12
15136	-31
100562	-38
8713	13
8916	10
153769	22
96721	20
171430	-29
272741	-22
108388	6
182567	3
212632	35
117271	-10
161063	-27
218323	-85
259588	18
242725	18
1608	39
265503	11
293769	-19
181909	-26
94124	31
171864	-39
216517	42
195895	55
242907	-68
9252	16
232946	-8
267589	-39
273182	62
276745	-10
22409	46
257509	83
21394	-62
192332	0
27799	8
186270	-26
176645	-2
162771	37
36283	-26
64024	-31
531	-73
160419	40
126308	-41
241423	-96
62904	19
261940	13
192374	-20
230	51
64136	0
125818	-38
79151	-10
151487	-4
45299	-35
179998	-15
181048	-38
138033	87
80726	30
155820	-33
155911	-20
159285	2
188580	5
29388	-32
273476	-13
206689	17
275191	58
259987	-33
286258	-3
204764	-29
66635	22
283640	-16
161742	-5
105742	-79
236348	-8
218687	49
81272	30
191814	-67
293160	63
24936	-16
36234	-1
283493	7
180320	3
37872	4
61525	-48
182805	33
48855	-37
58445	3
96567	-59
111678	28
224455	7
250831	-24
264362	-35
290360	-15
31404	40
142065	-3
217070	-42
250894	-39
179788	8
231637	58
52733	-52
171605	1
221025	-16
228781	-22
165053	-9
4898	-36
19098	-37
119539	-22
260036	71
169351	-47
214529	53
32804	-5
143444	-32
38670	-63
48666	7
5682	-17
93102	28
212226	14
219877	12
218533	-20
63877	-35
161049	20
88566	-10
94201	-33
119098	11
252735	0
83799	52
258391	6
255934	59
265083	31
31124	10
155785	-108
158837	1
164850	-62
219443	-47
96175	-22
20379	2
72095	-11
148841	2
21842	44
50479	37
140210	42
289877	-18
95398	-10
79298	-48
231420	38
35002	22
85080	96
250376	0
169946	-82
14653	-32
65725	-37
114891	-51
151970	83
182833	-88
3393	-16
76050	-86
179984	16
239309	19
197274	69
121408	-11
103446	5
147539	59
185031	-69
239715	-41
154672	73
36661	-27
61840	-37
187789	-69
166488	44
144221	75
254646	40
260351	35
53503	11
85234	16
5528	25
2406	-36
68070	-41
89700	20
230839	22
121051	-85
76099	-6
273070	60
216580	49
256543	-57
260575	-64
261170	14
21324	-30
41421	-26
202440	67
168427	30
284382	-51
163842	33
78318	-7
134638	51
123053	-55
176267	25
283941	-5
263431	71
194145	11
53489	-14
54126	12
270620	-40
175595	-59
71857	-28
233681	-42
287504	42
115206	13
256949	-45
211953	-19
219681	77
196637	50
32720	-34
122682	-4
260064	29
189826	9
98254	19
158354	78
87649	-16
128506	11
295617	-54
241479	-145
105000	-34
223146	7
243740	-51
279713	-63
15318	7
183106	-116
281960	16
109144	18
279524	-16
229117	-48
208768	6
154392	15
89721	56
277116	84
70352	35
38047	15
127491	33
183708	2
275590	-73
56212	-12
100569	14
230972	-15
141981	84
215733	22
255584	81
145719	57
201824	2
31019	-23
72081	36
144781	10
134505	69
215110	21
261107	4
103306	-51
11454	-40
110523	73
82854	58
149534	-9
111	63
35919	21
273406	-15
601	16
279195	-66
228256	-49
69281	-33
72942	-15
98898	-45
214865	-26
192416	-66
130543	-29
68763	22
242473	-14
250593	-37
82938	-31
14149	17
28646	-21
165690	-29
67272	19
217497	5
236264	-52
276122	6
13561	35
23816	26
238539	-1
284158	43
28569	37
134015	-29
66649	56
86375	61
139958	-13
164444	-40
34687	-86
81335	-2
186844	10
146405	-16
30641	21
251699	-4
198709	-23
23788	57
259231	-64
220892	1
130445	-2
90771	-46
102214	0
284179	1
186697	14
271796	-1
168665	-22
96707	-55
5304	45
26889	50
63590	-18
271341	-14
272937	-96
185353	-3
288666	-6
117663	49
993	55
151116	1
13337	-19
272251	36
238448	9
278845	-41
16256	29
233401	16
7453	4
277683	-7
1223	-11
142471	-34
205758	-37
298795	2
26427	-53
41715	-54
70324	-38
217007	-3
85003	-36
40756	-19
237706	5
132573	25
178843	69
175546	37
34869	-9
43024	62
87628	-13
197701	-8
88272	-41
144732	-32
240730	-30
13603	34
166544	14
243684	-60
217119	56
2896	-19
83316	40
246225	-18
95020	31
260197	20
45068	37
26987	-22
34771	-21
79291	-60
143059	19
22311	-8
261884	-56
188944	81
50948	-43
158144	-50
101283	-25
78836	5
191744	-32
183225	-19
220318	-93
177723	-7
289793	-4
7684	-6
254373	12
268205	91
25321	-11
243285	-41
1314	33
8363	-64
107849	-67
1363	0
207298	8
111195	24
40875	-33
83036	-56
230293	-9
24418	3
96959	-106
132090	-33
284732	-19
38922	-40
143395	41
130627	-22
289702	31
213353	-23
241976	3
41337	81
22990	76
64297	-26
69260	1
72606	-88
137417	-36
226527	-77
221564	-40
226499	-69
173530	26
59327	-88
13750	8
40392	27
269234	37
291221	-5
144025	-61
510	55
54637	19
108458	-14
182644	-8
221585	32
14835	-16
24733	27
260743	18
14961	-13
294357	2
143066	-55
21338	41
89518	8
161483	5
130340	-81
144718	16
221858	37
33518	-9
295820	117
285439	-16
221242	-2
137844	-68
9035	60
26644	32
34652	-26
111993	75
255108	60
77107	-6
111895	-7
72977	123
111342	12
182476	-9
149408	-44
160965	-28
226961	27
297192	126
250257	-5
82385	-32
46363	14
172753	-41
62134	27
73054	0
167426	-26
68679	7
136255	-21
222250	60
97302	-55
267967	-61
97078	4
120624	4
241675	77
138005	-24
227416	-5
66796	19
276031	-80
62722	-10
168714	-27
25048	-24
207025	33
89280	26
11286	36
83344	37
15773	32
166243	13
25587	-52
74314	80
41393	-46
113295	22
187495	74
6970	46
22059	-47
195447	-72
225344	2
95895	26
200942	-13
92185	21
100079	5
104818	-27
167958	55
193676	-102
221375	-24
267008	-31
39671	-35
205338	9
80222	17
16459	86
216202	35
236131	68
125384	3
60860	51
85360	-23
164115	-2
107996	31
229026	19
147245	62
239029	66
275226	-61
279041	24
44256	-14
247660	1
264880	48
293664	-7
266651	6
283913	-61
134757	49
187257	42
175413	-65
273735	88
228816	-54
105196	-58
74132	4
298886	33
299047	-20
67503	13
237223	-50
27946	56
36682	-39
38768	52
233905	-11
274309	-47
177345	-17
133812	-44
54280	16
101549	-6
3295	-21
110845	39
94733	-59
278922	40
222411	-1
284907	91
9336	41
11041	30
34169	-36
48407	-5
140511	48
117383	12
115472	-8
248311	-94
223951	-134
132363	-3
186921	66
246232	38
290339	-34
299600	-62
171360	-76
16270	0
43563	8
90939	14
233898	-38
203539	-7
187145	-58
213136	-59
126469	76
257985	-6
65732	21
90036	-9
94992	-45
133574	22
182840	7
248871	22
208502	-32
261534	-17
100275	40
155582	29
12602	73
205632	14
76561	-72
257922	39
256298	28
292999	29
139335	41
128205	33
298851	36
164178	35
235235	-8
143941	19
143591	30
201369	-30
230188	-14
194957	72
11419	-18
211127	-7
151326	27
247009	-13
15297	70
169883	-10
130312	96
65921	-87
61546	5
29535	61
3162	-50
49653	64
93137	-4
24285	-11
103103	36
26098	56
99815	0
42674	-15
107499	13
107968	4
211988	-44
113799	3
29339	52
142163	11
115437	87
176428	26
135429	-69
108108	-7
120589	-51
45061	29
270571	-44
198660	-14
22948	-20
241066	-30
67027	21
116032	69
132538	-85
95489	63
12189	-37
286755	-47
130564	-24
296695	-21
8566	-12
218736	-20
112945	9
9532	-71
80292	-6
99269	-7
104237	-3
167867	34
29948	39
167650	-1
186417	-18
292306	-71
284564	-28
208880	-2
51963	35
45488	-21
40742	-6
79452	-41
152943	55
137011	-53
240898	36
228417	0
55232	58
5038	-67
164899	-26
119819	-18
192689	-26
62498	-54
148099	-54
213626	55
140126	63
221494	-42
78206	-12
64829	-26
67412	-6
133889	3
170128	54
172347	-35
144697	4
268282	-93
115031	56
85885	22
199794	-18
272629	2
112896	-6
21639	-25
68014	9
111202	1
296268	-23
4163	86
86970	-80
193214	34
191541	-23
195573	43
247779	-23
237454	2
215789	1
68945	-15
107471	-29
170310	14
64759	-30
85857	7
138369	44
175651	-81
256095	31
260526	23
4471	-5
35135	68
244223	-45
103061	10
272489	-18
5115	119
6508	-40
125475	-24
131033	-39
65417	-45
52418	-24
168301	15
269696	-22
218883	32
87117	49
111552	-3
145068	19
158942	-33
297451	24
274155	5
51725	50
85542	-1
182161	-70
221088	15
113001	0
207914	28
36045	41
185759	28
37060	22
152124	-10
191107	-15
207648	65
55813	-65
14338	-7
184268	30
240149	30
114331	-11
226954	-41
223083	48
171255	-34
242795	-28
137158	-26
60034	-27
247506	-72
59705	-41
215726	19
109389	39
81433	101
211757	47
123144	-90
75903	-40
140672	8
178822	46
116956	-7
236152	57
253134	23
174342	-8
153258	1
194719	4
207480	-39
125622	10
61007	41
40896	15
43444	18
31089	-57
103586	3
89126	8
94817	-91
3561	38
82049	-19
21954	25
193816	45
46006	54
95671	-6
135583	-34
214725	-35
225106	-25
146818	-22
274386	10
82378	7
107310	-19
216048	-3
74860	-10
94740	-13
270585	-13
288652	-64
291165	-62
78346	-20
227962	-29
280322	34
143535	46
77660	6
101157	14
223013	9
62610	55
287826	41
47448	-41
199766	30
17187	-27
15031	-106
240541	-40
286888	26
223300	62
170800	-10
185731	-74
74713	39
205996	43
290815	35
33833	-16
137529	-49
185052	-19
103810	3
153034	-40
114968	10
163961	-145
264285	3
121002	94
122255	-32
123277	-82
149401	-56
45894	51
63135	-12
285614	-63
275212	64
235067	51
137452	7
55148	-11
215264	-6
291571	0
47875	0
37816	11
54259	-30
241829	-81
99241	-19
297955	-16
106337	5
43472	27
299054	13
292033	88
87040	-18
102956	30
216832	-22
280035	-85
83729	23
225617	-2
105490	43
107121	-19
205471	-13
179956	96
250523	-5
135492	62
134904	-27
151641	-62
